country;ubigeo;departamento;provincia;distrito;latitud;longitud
PERÚ;51011;AYACUCHO;VICTOR FAJARDO;SARHUA;-13.6728;-74.3203
PERÚ;51012;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;-13.6114;-74.5325
PERÚ;51101;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;-13.6525;-73.9539
PERÚ;51102;AYACUCHO;VILCAS HUAMAN;ACCOMARCA;-13.8006;-73.9042
PERÚ;51103;AYACUCHO;VILCAS HUAMAN;CARHUANCA;-13.7425;-73.7872
PERÚ;51104;AYACUCHO;VILCAS HUAMAN;CONCEPCION;-13.5325;-73.8753
PERÚ;51105;AYACUCHO;VILCAS HUAMAN;HUAMBALPA;-13.7503;-73.9317
PERÚ;51106;AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;-13.8528;-73.8772
PERÚ;51107;AYACUCHO;VILCAS HUAMAN;SAURAMA;-13.6956;-73.7594
PERÚ;51108;AYACUCHO;VILCAS HUAMAN;VISCHONGO;-13.5892;-73.9953
PERÚ;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.1547;-78.5108
PERÚ;60102;CAJAMARCA;CAJAMARCA;ASUNCION;-7.3247;-78.5186
PERÚ;60103;CAJAMARCA;CAJAMARCA;CHETILLA;-7.1469;-78.6733
PERÚ;60104;CAJAMARCA;CAJAMARCA;COSPAN;-7.4272;-78.5422
PERÚ;60105;CAJAMARCA;CAJAMARCA;ENCAÑADA;-7.0869;-78.3444
PERÚ;60106;CAJAMARCA;CAJAMARCA;JESUS;-7.2486;-78.3792
PERÚ;60107;CAJAMARCA;CAJAMARCA;LLACANORA;-7.1936;-78.4267
PERÚ;60108;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;-7.1636;-78.4644
PERÚ;60109;CAJAMARCA;CAJAMARCA;MAGDALENA;-7.2508;-78.6597
PERÚ;60110;CAJAMARCA;CAJAMARCA;MATARA;-7.2547;-78.2597
PERÚ;60111;CAJAMARCA;CAJAMARCA;NAMORA;-7.2028;-78.3247
PERÚ;60112;CAJAMARCA;CAJAMARCA;SAN JUAN;-7.2917;-78.4975
PERÚ;60201;CAJAMARCA;CAJABAMBA;CAJABAMBA;-7.6231;-78.0461
PERÚ;60202;CAJAMARCA;CAJABAMBA;CACHACHI;-7.4489;-78.2689
PERÚ;60203;CAJAMARCA;CAJABAMBA;CONDEBAMBA;-7.5736;-78.0697
PERÚ;60204;CAJAMARCA;CAJABAMBA;SITACOCHA;-7.5194;-77.9694
PERÚ;60301;CAJAMARCA;CELENDIN;CELENDIN;-6.8669;-78.1431
PERÚ;60302;CAJAMARCA;CELENDIN;CHUMUCH;-6.6028;-78.2003
PERÚ;60303;CAJAMARCA;CELENDIN;CORTEGANA;-6.5131;-78.3289
PERÚ;60304;CAJAMARCA;CELENDIN;HUASMIN;-6.8375;-78.2447
PERÚ;60305;CAJAMARCA;CELENDIN;JORGE CHAVEZ;-6.9411;-78.0917
PERÚ;60306;CAJAMARCA;CELENDIN;JOSE GALVEZ;-6.9256;-78.1328
PERÚ;60307;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;-6.6503;-78.2325
PERÚ;60308;CAJAMARCA;CELENDIN;OXAMARCA;-7.0422;-78.0683
PERÚ;60309;CAJAMARCA;CELENDIN;SOROCHUCO;-6.9119;-78.2553
PERÚ;60310;CAJAMARCA;CELENDIN;SUCRE;-6.9428;-78.1353
PERÚ;60311;CAJAMARCA;CELENDIN;UTCO;-6.8964;-78.0633
PERÚ;60312;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;-6.7239;-78.2825
PERÚ;60401;CAJAMARCA;CHOTA;CHOTA;-6.5597;-78.6469
PERÚ;60402;CAJAMARCA;CHOTA;ANGUIA;-6.3419;-78.6053
PERÚ;60403;CAJAMARCA;CHOTA;CHADIN;-6.4714;-78.4194
PERÚ;60404;CAJAMARCA;CHOTA;CHIGUIRIP;-6.4283;-78.7214
PERÚ;60405;CAJAMARCA;CHOTA;CHIMBAN;-6.2517;-78.4789
PERÚ;60406;CAJAMARCA;CHOTA;CHOROPAMPA;-6.3711;-78.4119
PERÚ;60407;CAJAMARCA;CHOTA;COCHABAMBA;-6.4739;-78.8858
PERÚ;60408;CAJAMARCA;CHOTA;CONCHAN;-6.4447;-78.6558
PERÚ;60409;CAJAMARCA;CHOTA;HUAMBOS;-6.4528;-78.9611
PERÚ;60410;CAJAMARCA;CHOTA;LAJAS;-6.5606;-78.7347
PERÚ;60411;CAJAMARCA;CHOTA;LLAMA;-6.5144;-79.1203
PERÚ;60412;CAJAMARCA;CHOTA;MIRACOSTA;-6.4044;-79.2836
PERÚ;60413;CAJAMARCA;CHOTA;PACCHA;-6.4975;-78.4236
PERÚ;60414;CAJAMARCA;CHOTA;PION;-6.1778;-78.4825
PERÚ;60415;CAJAMARCA;CHOTA;QUEROCOTO;-6.3597;-79.0344
PERÚ;60416;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;-6.4242;-79.2422
PERÚ;60417;CAJAMARCA;CHOTA;TACABAMBA;-6.3928;-78.6114
PERÚ;60418;CAJAMARCA;CHOTA;TOCMOCHE;-6.4128;-79.3608
PERÚ;60419;CAJAMARCA;CHOTA;CHALAMARCA;-6.5031;-78.4797
PERÚ;60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;-7.3667;-78.8053
PERÚ;60502;CAJAMARCA;CONTUMAZA;CHILETE;-7.2214;-78.8397
PERÚ;60503;CAJAMARCA;CONTUMAZA;CUPISNIQUE;-7.3489;-79.0297
PERÚ;60504;CAJAMARCA;CONTUMAZA;GUZMANGO;-7.3839;-78.8961
PERÚ;60505;CAJAMARCA;CONTUMAZA;SAN BENITO;-7.425;-78.9275
PERÚ;60506;CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLEDO;-7.3444;-78.8367
PERÚ;60507;CAJAMARCA;CONTUMAZA;TANTARICA;-7.3006;-78.9331
PERÚ;60508;CAJAMARCA;CONTUMAZA;YONAN;-7.2531;-79.1311
PERÚ;60601;CAJAMARCA;CUTERVO;CUTERVO;-6.3772;-78.8181
PERÚ;60602;CAJAMARCA;CUTERVO;CALLAYUC;-6.1811;-78.9106
PERÚ;60603;CAJAMARCA;CUTERVO;CHOROS;-5.9;-78.6939
PERÚ;60604;CAJAMARCA;CUTERVO;CUJILLO;-6.1069;-78.5739
PERÚ;60605;CAJAMARCA;CUTERVO;LA RAMADA;-6.2533;-78.5756
PERÚ;60606;CAJAMARCA;CUTERVO;PIMPINGOS;-6.0619;-78.7586
PERÚ;60607;CAJAMARCA;CUTERVO;QUEROCOTILLO;-6.2736;-79.0378
PERÚ;60608;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;-6.2389;-78.7128
PERÚ;60609;CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;-6.1631;-78.5981
PERÚ;60610;CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;-6.2939;-78.6036
PERÚ;60611;CAJAMARCA;CUTERVO;SANTA CRUZ;-6.095;-78.8528
PERÚ;60612;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;-6.2447;-78.8553
PERÚ;60613;CAJAMARCA;CUTERVO;SANTO TOMAS;-6.1514;-78.6819
PERÚ;60614;CAJAMARCA;CUTERVO;SOCOTA;-6.3153;-78.6994
PERÚ;60615;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;-6.0042;-78.6983
PERÚ;60701;CAJAMARCA;HUALGAYOC;BAMBAMARCA;-6.6797;-78.5189
PERÚ;60702;CAJAMARCA;HUALGAYOC;CHUGUR;-6.6708;-78.7383
PERÚ;60703;CAJAMARCA;HUALGAYOC;HUALGAYOC;-6.7647;-78.6081
PERÚ;60801;CAJAMARCA;JAEN;JAEN;-5.7089;-78.8092
PERÚ;60802;CAJAMARCA;JAEN;BELLAVISTA;-5.6678;-78.6772
PERÚ;60803;CAJAMARCA;JAEN;CHONTALI;-5.6461;-79.0883
PERÚ;60804;CAJAMARCA;JAEN;COLASAY;-5.9786;-79.0686
PERÚ;60805;CAJAMARCA;JAEN;HUABAL;-5.6125;-78.8997
PERÚ;60806;CAJAMARCA;JAEN;LAS PIRIAS;-5.6272;-78.8528
PERÚ;60807;CAJAMARCA;JAEN;POMAHUACA;-5.9314;-79.2294
PERÚ;60808;CAJAMARCA;JAEN;PUCARA;-6.0414;-79.1283
PERÚ;60809;CAJAMARCA;JAEN;SALLIQUE;-5.6581;-79.3153
PERÚ;60810;CAJAMARCA;JAEN;SAN FELIPE;-5.7703;-79.3139
PERÚ;60811;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;-5.465;-79.0178
PERÚ;60812;CAJAMARCA;JAEN;SANTA ROSA;-5.4342;-78.5667
PERÚ;60901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;-5.1461;-79.0047
PERÚ;60902;CAJAMARCA;SAN IGNACIO;CHIRINOS;-5.3058;-78.8983
PERÚ;60903;CAJAMARCA;SAN IGNACIO;HUARANGO;-5.2722;-78.7758
PERÚ;60904;CAJAMARCA;SAN IGNACIO;LA COIPA;-5.3928;-78.9064
PERÚ;60905;CAJAMARCA;SAN IGNACIO;NAMBALLE;-5.0042;-79.0872
PERÚ;60906;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;-5.1031;-78.9142
PERÚ;60907;CAJAMARCA;SAN IGNACIO;TABACONAS;-5.3161;-79.2833
PERÚ;61001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3358;-78.17
PERÚ;61002;CAJAMARCA;SAN MARCOS;CHANCAY;-7.3881;-78.1233
PERÚ;61003;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;-7.4644;-78.13
PERÚ;61004;CAJAMARCA;SAN MARCOS;GREGORIO PITA;-7.2736;-78.16
PERÚ;61005;CAJAMARCA;SAN MARCOS;ICHOCAN;-7.3689;-78.1297
PERÚ;61006;CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;-7.3494;-78.0478
PERÚ;61007;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;-7.2511;-78.0367
PERÚ;61101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7;-78.85
PERÚ;61102;CAJAMARCA;SAN MIGUEL;BOLIVAR;-6.9769;-79.1781
PERÚ;61103;CAJAMARCA;SAN MIGUEL;CALQUIS;-6.9803;-78.85
PERÚ;61104;CAJAMARCA;SAN MIGUEL;CATILLUC;-6.8017;-78.7792
PERÚ;61105;CAJAMARCA;SAN MIGUEL;EL PRADO;-7.0336;-79.0108
PERÚ;61106;CAJAMARCA;SAN MIGUEL;LA FLORIDA;-6.8686;-79.1258
PERÚ;61107;CAJAMARCA;SAN MIGUEL;LLAPA;-6.9808;-78.8075
PERÚ;61108;CAJAMARCA;SAN MIGUEL;NANCHOC;-6.9594;-79.2425
PERÚ;61109;CAJAMARCA;SAN MIGUEL;NIEPOS;-6.9267;-79.13
PERÚ;61110;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;-7.0569;-79.0953
PERÚ;61111;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;-6.9775;-78.7739
PERÚ;61112;CAJAMARCA;SAN MIGUEL;TONGOD;-6.7575;-78.825
PERÚ;61113;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;-7.0467;-79.0606
PERÚ;61201;CAJAMARCA;SAN PABLO;SAN PABLO;-7.1186;-78.8233
PERÚ;61202;CAJAMARCA;SAN PABLO;SAN BERNARDINO;-7.1681;-78.8292
PERÚ;61203;CAJAMARCA;SAN PABLO;SAN LUIS;-7.1569;-78.8681
PERÚ;61204;CAJAMARCA;SAN PABLO;TUMBADEN;-7.0253;-78.7397
PERÚ;61301;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;-6.6258;-78.9442
PERÚ;61302;CAJAMARCA;SANTA CRUZ;ANDABAMBA;-6.6628;-78.8169
PERÚ;61303;CAJAMARCA;SANTA CRUZ;CATACHE;-6.6736;-79.0328
PERÚ;61304;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;-6.5761;-78.8675
PERÚ;61305;CAJAMARCA;SANTA CRUZ;LA ESPERANZA;-6.5925;-78.8958
PERÚ;61306;CAJAMARCA;SANTA CRUZ;NINABAMBA;-6.6497;-78.7875
PERÚ;61307;CAJAMARCA;SANTA CRUZ;PULAN;-6.7389;-78.9203
PERÚ;61308;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;-6.6914;-78.9161
PERÚ;61309;CAJAMARCA;SANTA CRUZ;SEXI;-6.5642;-79.0514
PERÚ;61310;CAJAMARCA;SANTA CRUZ;UTICYACU;-6.6067;-78.7939
PERÚ;61311;CAJAMARCA;SANTA CRUZ;YAUYUCAN;-6.6772;-78.8186
PERÚ;70101;CALLAO;CALLAO;CALLAO;-12.0631;-77.1469
PERÚ;70102;CALLAO;CALLAO;BELLAVISTA;-12.0625;-77.1292
PERÚ;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0394;-77.0903
PERÚ;70104;CALLAO;CALLAO;LA PERLA;-12.0658;-77.1081
PERÚ;70105;CALLAO;CALLAO;LA PUNTA;-12.0728;-77.1633
PERÚ;70106;CALLAO;CALLAO;VENTANILLA;-11.8772;-77.1278
PERÚ;70107;CALLAO;CALLAO;MI PERU;-11.855;-77.125
PERÚ;80101;CUSCO;CUSCO;CUSCO;-13.5192;-71.9767
PERÚ;80102;CUSCO;CUSCO;CCORCA;-13.5847;-72.0592
PERÚ;80103;CUSCO;CUSCO;POROY;-13.4944;-72.0447
PERÚ;80104;CUSCO;CUSCO;SAN JERONIMO;-13.5444;-71.8836
PERÚ;80105;CUSCO;CUSCO;SAN SEBASTIAN;-13.5303;-71.9369
PERÚ;80106;CUSCO;CUSCO;SANTIAGO;-13.5258;-71.9831
PERÚ;80107;CUSCO;CUSCO;SAYLLA;-13.57;-71.8278
PERÚ;80108;CUSCO;CUSCO;WANCHAQ;-13.5214;-71.9667
PERÚ;80201;CUSCO;ACOMAYO;ACOMAYO;-13.9194;-71.6836
PERÚ;80202;CUSCO;ACOMAYO;ACOPIA;-14.0575;-71.4933
PERÚ;80203;CUSCO;ACOMAYO;ACOS;-13.9511;-71.7381
PERÚ;80204;CUSCO;ACOMAYO;MOSOC LLACTA;-14.1203;-71.4731
PERÚ;80205;CUSCO;ACOMAYO;POMACANCHI;-14.0336;-71.5742
PERÚ;80206;CUSCO;ACOMAYO;RONDOCAN;-13.7794;-71.7819
PERÚ;80207;CUSCO;ACOMAYO;SANGARARA;-13.9472;-71.6033
PERÚ;80301;CUSCO;ANTA;ANTA;-13.4578;-72.1475
PERÚ;80302;CUSCO;ANTA;ANCAHUASI;-13.4572;-72.3008
PERÚ;80303;CUSCO;ANTA;CACHIMAYO;-13.4778;-72.0689
PERÚ;80304;CUSCO;ANTA;CHINCHAYPUJIO;-13.6297;-72.2331
PERÚ;80305;CUSCO;ANTA;HUAROCONDO;-13.4158;-72.2075
PERÚ;80306;CUSCO;ANTA;LIMATAMBO;-13.4797;-72.4428
PERÚ;80307;CUSCO;ANTA;MOLLEPATA;-13.5092;-72.5278
PERÚ;80308;CUSCO;ANTA;PUCYURA;-13.4789;-72.1111
PERÚ;80309;CUSCO;ANTA;ZURITE;-13.4558;-72.2558
PERÚ;80401;CUSCO;CALCA;CALCA;-13.3211;-71.9556
PERÚ;80402;CUSCO;CALCA;COYA;-13.3864;-71.8983
PERÚ;80403;CUSCO;CALCA;LAMAY;-13.3644;-71.9208
PERÚ;80404;CUSCO;CALCA;LARES;-13.1042;-72.0447
PERÚ;80405;CUSCO;CALCA;PISAC;-13.4206;-71.8506
PERÚ;80406;CUSCO;CALCA;SAN SALVADOR;-13.4919;-71.7786
PERÚ;80407;CUSCO;CALCA;TARAY;-13.4278;-71.8669
PERÚ;80408;CUSCO;CALCA;YANATILE;-12.6817;-72.2772
PERÚ;80501;CUSCO;CANAS;YANAOCA;-14.2167;-71.4322
PERÚ;80502;CUSCO;CANAS;CHECCA;-14.4733;-71.3947
PERÚ;80503;CUSCO;CANAS;KUNTURKANKI;-14.5347;-71.3069
PERÚ;80504;CUSCO;CANAS;LANGUI;-14.4322;-71.2728
PERÚ;80505;CUSCO;CANAS;LAYO;-14.4942;-71.1556
PERÚ;80506;CUSCO;CANAS;PAMPAMARCA;-14.1475;-71.4603
PERÚ;80507;CUSCO;CANAS;QUEHUE;-14.3803;-71.4556
PERÚ;80508;CUSCO;CANAS;TUPAC AMARU;-14.1639;-71.4761
PERÚ;80601;CUSCO;CANCHIS;SICUANI;-14.2381;-71.2308
PERÚ;80602;CUSCO;CANCHIS;CHECACUPE;-14.0253;-71.4539
PERÚ;80603;CUSCO;CANCHIS;COMBAPATA;-14.1019;-71.43
PERÚ;80604;CUSCO;CANCHIS;MARANGANI;-14.3567;-71.1686
PERÚ;80605;CUSCO;CANCHIS;PITUMARCA;-13.9803;-71.4175
PERÚ;80606;CUSCO;CANCHIS;SAN PABLO;-14.2022;-71.315
PERÚ;80607;CUSCO;CANCHIS;SAN PEDRO;-14.1861;-71.3431
PERÚ;80608;CUSCO;CANCHIS;TINTA;-14.1453;-71.4072
PERÚ;80701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;-14.4533;-72.0822
PERÚ;80702;CUSCO;CHUMBIVILCAS;CAPACMARCA;-14.0072;-72.0025
PERÚ;80703;CUSCO;CHUMBIVILCAS;CHAMACA;-14.3025;-71.8522
PERÚ;80704;CUSCO;CHUMBIVILCAS;COLQUEMARCA;-14.2853;-72.04
PERÚ;80705;CUSCO;CHUMBIVILCAS;LIVITACA;-14.3128;-71.6897
PERÚ;80706;CUSCO;CHUMBIVILCAS;LLUSCO;-14.3375;-72.1136
PERÚ;80707;CUSCO;CHUMBIVILCAS;QUIÑOTA;-14.3111;-72.1386
PERÚ;80708;CUSCO;CHUMBIVILCAS;VELILLE;-14.5086;-71.8811
PERÚ;80801;CUSCO;ESPINAR;ESPINAR;-14.7931;-71.4133
PERÚ;80802;CUSCO;ESPINAR;CONDOROMA;-15.3006;-71.1383
PERÚ;80803;CUSCO;ESPINAR;COPORAQUE;-14.8003;-71.5317
PERÚ;80804;CUSCO;ESPINAR;OCORURO;-15.0519;-71.1292
PERÚ;80805;CUSCO;ESPINAR;PALLPATA;-14.8903;-71.21
PERÚ;80806;CUSCO;ESPINAR;PICHIGUA;-14.6781;-71.4064
PERÚ;80807;CUSCO;ESPINAR;SUYCKUTAMBO;-15.0086;-71.6433
PERÚ;80808;CUSCO;ESPINAR;ALTO PICHIGUA;-14.7769;-71.2508
PERÚ;80901;CUSCO;LA CONVENCION;SANTA ANA;-12.8628;-72.6933
PERÚ;80902;CUSCO;LA CONVENCION;ECHARATE;-12.7681;-72.5761
PERÚ;80903;CUSCO;LA CONVENCION;HUAYOPATA;-13.0047;-72.5544
PERÚ;80904;CUSCO;LA CONVENCION;MARANURA;-12.9628;-72.6647
PERÚ;80905;CUSCO;LA CONVENCION;OCOBAMBA;-12.8717;-72.4472
PERÚ;80906;CUSCO;LA CONVENCION;QUELLOUNO;-12.6367;-72.5572
PERÚ;80907;CUSCO;LA CONVENCION;QUIMBIRI;-12.62;-73.7892
PERÚ;80908;CUSCO;LA CONVENCION;SANTA TERESA;-13.1306;-72.5939
PERÚ;80909;CUSCO;LA CONVENCION;VILCABAMBA;-13.0631;-72.9344
PERÚ;80910;CUSCO;LA CONVENCION;PICHARI;-12.5194;-73.8292
PERÚ;80911;CUSCO;LA CONVENCION;INKAWASI;-13.29;-73.2656
PERÚ;80912;CUSCO;LA CONVENCION;VILLA VIRGEN;-13.0028;-73.5128
PERÚ;80913;CUSCO;LA CONVENCION;VILLA KINTIARINA;-12.9189;-73.5283
PERÚ;80914;CUSCO;LA CONVENCION;MEGANTONI;-11.7203;-72.9464
PERÚ;81001;CUSCO;PARURO;PARURO;-13.7617;-71.8478
PERÚ;81002;CUSCO;PARURO;ACCHA;-13.9711;-71.8314
PERÚ;81003;CUSCO;PARURO;CCAPI;-13.8531;-72.0825
PERÚ;81004;CUSCO;PARURO;COLCHA;-13.8519;-71.8033
PERÚ;81005;CUSCO;PARURO;HUANOQUITE;-13.6819;-72.0181
PERÚ;81006;CUSCO;PARURO;OMACHA;-14.0694;-71.7381
PERÚ;81007;CUSCO;PARURO;PACCARITAMBO;-13.7564;-71.9567
PERÚ;81008;CUSCO;PARURO;PILLPINTO;-13.9536;-71.7606
PERÚ;81009;CUSCO;PARURO;YAURISQUE;-13.6653;-71.9206
PERÚ;81101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.3178;-71.5967
PERÚ;81102;CUSCO;PAUCARTAMBO;CAICAY;-13.5972;-71.6967
PERÚ;81103;CUSCO;PAUCARTAMBO;CHALLABAMBA;-13.215;-71.6486
PERÚ;81104;CUSCO;PAUCARTAMBO;COLQUEPATA;-13.3603;-71.6736
PERÚ;81105;CUSCO;PAUCARTAMBO;HUANCARANI;-13.5033;-71.6544
PERÚ;81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;-12.9094;-71.4033
PERÚ;81201;CUSCO;QUISPICANCHI;URCOS;-13.6878;-71.6253
PERÚ;81202;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;-13.6733;-71.6778
PERÚ;81203;CUSCO;QUISPICANCHI;CAMANTI;-13.2314;-70.7544
PERÚ;81204;CUSCO;QUISPICANCHI;CCARHUAYO;-13.5953;-71.3997
PERÚ;81205;CUSCO;QUISPICANCHI;CCATCA;-13.6053;-71.5636
PERÚ;81206;CUSCO;QUISPICANCHI;CUSIPATA;-13.9069;-71.5025
PERÚ;81207;CUSCO;QUISPICANCHI;HUARO;-13.6903;-71.6403
PERÚ;81208;CUSCO;QUISPICANCHI;LUCRE;-13.6339;-71.7367
PERÚ;81209;CUSCO;QUISPICANCHI;MARCAPATA;-13.5917;-70.975
PERÚ;81210;CUSCO;QUISPICANCHI;OCONGATE;-13.6267;-71.3883
PERÚ;81211;CUSCO;QUISPICANCHI;OROPESA;-13.5944;-71.7631
PERÚ;81212;CUSCO;QUISPICANCHI;QUIQUIJANA;-13.8225;-71.5425
PERÚ;81301;CUSCO;URUBAMBA;URUBAMBA;-13.3056;-72.1161
PERÚ;81302;CUSCO;URUBAMBA;CHINCHERO;-13.3919;-72.0489
PERÚ;81303;CUSCO;URUBAMBA;HUAYLLABAMBA;-13.3381;-72.065
PERÚ;81304;CUSCO;URUBAMBA;MACHUPICCHU;-13.1542;-72.5256
PERÚ;81305;CUSCO;URUBAMBA;MARAS;-13.3325;-72.1564
PERÚ;81306;CUSCO;URUBAMBA;OLLANTAYTAMBO;-13.2589;-72.2633
PERÚ;81307;CUSCO;URUBAMBA;YUCAY;-13.3217;-72.0839
PERÚ;90101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.7869;-74.9714
PERÚ;90102;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;-12.6644;-75.3242
PERÚ;90103;HUANCAVELICA;HUANCAVELICA;ACORIA;-12.6425;-74.8617
PERÚ;90104;HUANCAVELICA;HUANCAVELICA;CONAYCA;-12.52;-75.0067
PERÚ;90105;HUANCAVELICA;HUANCAVELICA;CUENCA;-12.4331;-75.0389
PERÚ;90106;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;-13.0319;-74.9469
PERÚ;90107;HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;-12.4092;-75.1783
PERÚ;90108;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;-12.5;-74.9978
PERÚ;90109;HUANCAVELICA;HUANCAVELICA;LARIA;-12.5611;-75.0369
PERÚ;90110;HUANCAVELICA;HUANCAVELICA;MANTA;-12.6206;-75.2111
PERÚ;90111;HUANCAVELICA;HUANCAVELICA;MARISCAL CACERES;-12.5344;-74.9325
PERÚ;90112;HUANCAVELICA;HUANCAVELICA;MOYA;-12.4233;-75.1539
PERÚ;90113;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;-12.595;-75.0197
PERÚ;90114;HUANCAVELICA;HUANCAVELICA;PALCA;-12.6569;-74.9803
PERÚ;90115;HUANCAVELICA;HUANCAVELICA;PILCHACA;-12.4014;-75.0839
PERÚ;90116;HUANCAVELICA;HUANCAVELICA;VILCA;-12.4772;-75.1833
PERÚ;90117;HUANCAVELICA;HUANCAVELICA;YAULI;-12.7692;-74.8508
PERÚ;90118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7853;-74.9769
PERÚ;90119;HUANCAVELICA;HUANCAVELICA;HUANDO;-12.5642;-74.9478
PERÚ;90201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;-12.8431;-74.5692
PERÚ;90202;HUANCAVELICA;ACOBAMBA;ANDABAMBA;-12.6936;-74.6233
PERÚ;90203;HUANCAVELICA;ACOBAMBA;ANTA;-12.8122;-74.6383
PERÚ;90204;HUANCAVELICA;ACOBAMBA;CAJA;-12.9172;-74.4658
PERÚ;90205;HUANCAVELICA;ACOBAMBA;MARCAS;-12.8903;-74.3981
PERÚ;90206;HUANCAVELICA;ACOBAMBA;PAUCARA;-12.7297;-74.6664
PERÚ;90207;HUANCAVELICA;ACOBAMBA;POMACOCHA;-12.8739;-74.5317
PERÚ;90208;HUANCAVELICA;ACOBAMBA;ROSARIO;-12.7208;-74.5825
PERÚ;90301;HUANCAVELICA;ANGARAES;LIRCAY;-12.9828;-74.7183
PERÚ;90302;HUANCAVELICA;ANGARAES;ANCHONGA;-12.9131;-74.6914
PERÚ;90303;HUANCAVELICA;ANGARAES;CALLANMARCA;-12.8667;-74.6233
PERÚ;90304;HUANCAVELICA;ANGARAES;CCOCHACCASA;-12.9253;-74.7703
PERÚ;90305;HUANCAVELICA;ANGARAES;CHINCHO;-12.9728;-74.3672
PERÚ;90306;HUANCAVELICA;ANGARAES;CONGALLA;-12.9558;-74.4922
PERÚ;90307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;-12.9186;-74.61
PERÚ;90308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;-12.9428;-74.7017
PERÚ;90309;HUANCAVELICA;ANGARAES;JULCAMARCA;-13.0147;-74.4444
PERÚ;90310;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;-13.0761;-74.4117
PERÚ;90311;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;-13.1131;-74.4189
PERÚ;90312;HUANCAVELICA;ANGARAES;SECCLLA;-13.0511;-74.4836
PERÚ;90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;-13.2833;-75.3183
PERÚ;90402;HUANCAVELICA;CASTROVIRREYNA;ARMA;-13.1264;-75.5419
PERÚ;90403;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;-13.0347;-75.5703
PERÚ;90404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;-13.2931;-75.5425
PERÚ;90405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;-13.0372;-75.6083
PERÚ;90406;HUANCAVELICA;CASTROVIRREYNA;COCAS;-13.2758;-75.3728
PERÚ;90407;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;-13.2197;-75.5339
PERÚ;90408;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;-13.0944;-75.6772
PERÚ;90409;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;-13.3114;-75.41
PERÚ;90410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;-13.2039;-75.6344
PERÚ;90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;-13.0719;-75.1403
PERÚ;90412;HUANCAVELICA;CASTROVIRREYNA;TANTARA;-13.0742;-75.6447
